UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0542493S,UNIVERSITE DE LORRAINE,1267 *,65MCF0855,26-I-1,MCF,Non,65,,,01/09/2020,25/02/2020,26/03/2020,Biologie cellulaire et formation des enseignants,LORRAINE,
0542493S,UNIVERSITE DE LORRAINE,1296 *,65/66MCF0291,26-I-1,MCF,Non,65,66,,01/09/2020,25/02/2020,26/03/2020,Physiologie moléculaire,Vandoeuvre-les-Nancy,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4129 *,0214,26-I-1,MCF,Non,65,,,01/09/2020,25/02/2020,26/03/2020,Biologie cellulaire - ingénierie tissulaire,Compiegne,
0673021V,UNIVERSITE DE STRASBOURG,4651 *,,26-I-1,MCF,Non,65,,,01/09/2020,25/02/2020,26/03/2020,Virologie cellulaire et moléculaire,Strasbourg,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4558,0886,26-I-1,MCF,Non,65,,,01/09/2020,17/02/2020,18/03/2020,Génétique fonctionnelle des pathologies humaines,Villeurbanne,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4562,2670,26-I-1,MCF,Non,65,,,01/09/2020,17/02/2020,18/03/2020,"Microbiologie, génétique moléculaire",Villeurbanne,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,246,0978,26-I-1,MCF,Non,65,,,01/09/2020,31/01/2020,05/03/2020,Génomique-bioinformatique,Campus Pierre et Marie Curie,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,248,1281,26-I-1,MCF,Non,65,,,01/09/2020,31/01/2020,05/03/2020,Virologie,Campus Pierre et Marie Curie,
0931238R,UNIVERSITE PARIS 13,4357 *,0042,26-I-1,MCF,Non,65,,,01/09/2020,25/02/2020,26/03/2020,"Bio-informatique,génétique des populations",Bobigny,
0949452N,UNIV. PARIS 12 (CHU CRETEIL),4737 *,Creation,26-I-1,MCF,Non,65,,,01/09/2020,25/02/2020,26/03/2020,Biologie cellulaire,Faculte de Sante,
0251215K,UNIVERSITE DE BESANCON,4551 *,1431,26-I-1,MCF,Non,66,67,,01/09/2020,25/02/2020,26/03/2020,Ecologie / biologie végétale,BELFORT-MONTBELIARD,
0912408Y,UNIVERSITE PARIS SACLAY,14 *,,26-I-1,MCF,Non,66,,,01/09/2020,25/02/2020,26/03/2020,Réponses aux stress dans les cellules végétales,ORSAY,
0931238R,UNIVERSITE PARIS 13,4359 *,1168,26-I-1,MCF,Non,66,,,01/09/2020,25/02/2020,26/03/2020,Physiologie,Bobigny,
0931238R,UNIVERSITE PARIS 13,4360 *,1076,26-I-1,MCF,Non,66,68,86,01/09/2020,25/02/2020,26/03/2020,Physiologie - Biologie des organismes - sciences du médicament,Bobigny,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4761 *,Creation,26-I-1,MCF,Non,66,67,,01/09/2020,25/02/2020,26/03/2020,Ecophysiologie végétale des systèmes anthropisés,Campus centre,
9740478B,UNIVERSITE DE LA REUNION,4275 *,,26-I-1,MCF,Non,66,67,64,01/09/2020,25/02/2020,26/03/2020,Analyse fonctionnelle et évolutive de l¿adaptation des végétaux aux changements globaux,Campus universitaire du Tampon,
0211237F,UNIVERSITE DE DIJON,4488 *,1502,26-I-1,MCF,Non,67,,,01/09/2020,25/02/2020,26/03/2020,"Ecologie comportementale, Biologie de la conservation, Biostatistiques",Dijon,
0350936C,UNIVERSITE RENNES 1,4511 *,0514,33,MCF,Non,67,,,01/09/2020,25/02/2020,26/03/2020,"Ecologie et Evolution, Biologie des organismes. Paléogénomique, évolution des sociétés humaines et domestication",RENNES,
0542493S,UNIVERSITE DE LORRAINE,1298 *,67MCF0161,26-I-1,MCF,Non,67,,,01/09/2020,25/02/2020,26/03/2020,Ecologie des communautés végétales et biologie de la conservation,Vandoeuvre-les-Nancy,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4556,2672,26-I-1,MCF,Non,67,68,,01/09/2020,17/02/2020,18/03/2020,"Pédologie, Biologie et Physiologie végétale appliquée à l¿agronomie",Villeurbanne,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4559,2102,26-I-1,MCF,Non,67,,,01/09/2020,17/02/2020,18/03/2020,Emergence de l'antibioresistance et interactions bacteries-hotes dans l'environnement,Villeurbanne,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4560,0165,26-I-1,MCF,Non,67,,,01/09/2020,17/02/2020,18/03/2020,Dynamique des communautés végétales,Villeurbanne,S
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4561,2669,26-I-1,MCF,Non,67,,,01/09/2020,17/02/2020,18/03/2020,Biodiversité et fonctionnement des hydrosystèmes,Villeurbanne,
0840685N,UNIVERSITE D'AVIGNON,4153 *,MC67-68,26-I-1,MCF,Non,67,68,,01/09/2020,25/02/2020,26/03/2020,"Impacts des pratiques agricoles et des changements globaux sur les arthropodes non- cibles et développement de méthodes alternatives. Enseignement en biologie animale, écotoxicologie et écologie.",Campus Jean-Henri FABRE  Agroparc,
0860856N,UNIVERSITE DE POITIERS,4637 *,,26-I-1,MCF,Non,67,68,,01/09/2020,25/02/2020,26/03/2020,"Enseignement ecologie, biologie/genetique des populations, biologie des organismes, evolution, statistiques. Recherche ecologie, evolution, relations hote/microorganisme/environnement, biodiversite",POITIERS,
0860856N,UNIVERSITE DE POITIERS,4665 *,,26-I-1,MCF,Non,67,68,,01/09/2020,25/02/2020,26/03/2020,"Enseignement:ecologie, biologie/genetique des populations, biologie des organismes, evolution, statistiques.Recherche:ecologie, evolution, relations hote/microorganisme/environnement, biodiversite.",Poitiers,
0870669E,UNIVERSITE DE LIMOGES,4337 *,0604,26-I-1,MCF,Non,67,64,,01/09/2020,25/02/2020,26/03/2020,Maître de conférences en Biologie,LIMOGES,
0912408Y,UNIVERSITE PARIS SACLAY,15 *,,26-I-1,MCF,Non,67,68,,01/09/2020,25/02/2020,26/03/2020,Génomique de l¿adaptation,ORSAY,
0781944P,UNIVERSITE VERSAILLES/SAINT-QUENTIN,4212,,26-I-1,MCF,Non,68,,,01/09/2020,25/02/2020,26/03/2020,: Biodiversité et statistiques niveaux licence et master.,Montigny le Bretonneux,
0333298F,UNIVERSITE DE BORDEAUX,452,MCF15,26-I-1,MCF,Non,69,,,01/10/2020,04/02/2020,09/03/2020,Neurosciences,Talence,S
0450855K,UNIVERSITE D'ORLEANS,4417 *,MCF1019,33,MCF,Non,69,74,,01/09/2020,25/02/2020,26/03/2020,Maître de conférences spécialiste en Sciences de la réadaptation.La personne recrutée sera amenée à prendre la direction de l'Ecole Universitaire de Kinésithérapie du Centre Val de Loire (EUKCVL).,EUK  CVL- ORLEANS,
0931238R,UNIVERSITE PARIS 13,4345 *,0743,26-I-1,MCF,Non,69,,,01/09/2020,25/02/2020,26/03/2020,Ethologie,Villetaneuse,
0949452N,UNIV. PARIS 12 (CHU CRETEIL),4740 *,Creation,26-I-1,MCF,Non,69,,,01/09/2020,25/02/2020,26/03/2020,"Neurocognition, Plasticité cérébrale et cognition, Méthodes statistiques, Apprentissage, cliniques, de neuropsychologie et neuroimagerie, langage.",Faculte de Sante,
0134009M,UNIVERSITE AIX-MARSEILLE,865 *,82023,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Valorisation de l'expérience au travail et formation tout au long de la vie,Aix en Provence,
0211237F,UNIVERSITE DE DIJON,4499 *,0018,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'éducation - Analyse quantitative en éducation,Dijon,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4387 *,7000MCF1234,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l éducation et de la formation,BREST,
0311383K,UNIVERSITE TOULOUSE 2,4529,,26-I-1,MCF,Non,70,,,01/09/2020,10/02/2020,12/03/2020,Politiques éducatives et transformation des environnements socioprofessionnels,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4530,,26-I-1,MCF,Non,70,,,01/09/2020,10/02/2020,12/03/2020,Contextes professionnels et métiers de l'éducation et de la formation,TOULOUSE,
0312877J,ESPE ACADEMIE TOULOUSE,4550,,26-I-1,MCF,Non,70,,,01/09/2020,10/02/2020,12/03/2020,Sciences de l'éducation et de la formation : Clinique de l'inclusion et formation des enseignants,TOULOUSE ST AGNE,
0370770L,UNIVERSITE DE TOURS (IUT TOURS),4480,0523,26-I-1,MCF,Non,70,,,01/09/2020,06/02/2020,09/03/2020,"Education à l'environnement, éducation non-formelle",IUT de Tours,
0370800U,UNIVERSITE DE TOURS,4467,0156,26-I-1,MCF,Non,70,,,01/09/2020,06/02/2020,09/03/2020,"Recherche-intervention en formation, expérience et médiations numériques",TOURS,
0383546Y,UNIVERSITE GRENOBLE ALPES,19 *,,26-I-1,MCF,Non,70,68,66,01/09/2020,25/02/2020,26/03/2020,Didactique des sciences et EIAH,Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,42 *,,26-I-1,MCF,Non,70,16,,01/09/2020,25/02/2020,26/03/2020,Développement et Processus cognitifs à l'oeuvre dans les apprentissages langagiers oraux ou écrits et leur enseignement,Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,43 *,,26-I-1,MCF,Non,70,16,19,01/09/2020,25/02/2020,26/03/2020,Inclusion et prévention en contexte d'apprentissage et de formation,Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,44 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"Apprentissages assistés par ordinateur. Technologies numériques pour l'apprentissage, l'enseignement et la formation",Grenoble,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4300 *,0541,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,EDUCATION - SANTE,ST ETIENNE,
0421095M,UNIVERSITE DE SAINT-ETIENNE,4307 *,0934,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,SOCIOLOGIE DE L'EDUCATION,ST ETIENNE,
0440984F,UNIVERSITE DE NANTES,4565 *,1775,26-I-1,MCF,Non,70,5,,01/09/2020,25/02/2020,26/03/2020,économie de l'éducation,Nantes,
0442764R,ESPE ACADEMIE NANTES,4587 *,51043,29,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,mathématiques,LE MANS,
0511296G,UNIVERSITE DE REIMS,4420 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement : Education, ApprentissagesRecherche : Pratique professionnelle, activité enseignante",Chalons en champagne,
0632035V,UNIVERSITE CLERMONT AUVERGNE,206 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'éducation ; Didactique du français premier degré ; Situations de transmission de connaissances et d'apprentissage ; Formation professionnelle des enseignants.,Chamalieres,
0681166Y,UNIVERSITE DE MULHOUSE,4226 *,70 MCF 0317,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Didactique professionnelle,Fac des Lettres Langues et Sc. Humaines,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4446 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Formation des adultes,Lyon,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4447 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Histoire de l¿éducation,Lyon,S
0761904G,UNIVERSITE DE ROUEN,4501 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement : Apprentissage, didactique, savoir et rapport au savoirRecherche : Savoirs et apprentissages",MONT-SAINT-AIGNAN,
0801344B,UNIVERSITE D'AMIENS,4509 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"SOCIOLOGIE DE LA JEUNESSE, SOCIOLOGIE DE L'EDUCATION ET DE LA FORMATION",CAMPUS CITADELLE,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4612 *,1355,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"Savoir, rapport au savoir et processus de transmission. Clinique de l¿accompagnement et de la vulnérabilité.",NANTERRE,
0931238R,UNIVERSITE PARIS 13,4346 *,0635,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Petite enfance et éducation,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4497 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,"Parcours migratoires, transculturalités et littératures francophones dans l'apprentissage du FLE/S",2 rue de la Liberte - SAINT DENIS,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4763 *,0815,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,Histoire des idées et des pratiques en éducation,Creteil,
0952259P,CY CERGY PARIS UNIVERSITE,23 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,MCF en Sciences de l¿éducation spécialisé (e) dans le champ du développement professionnel en lien avec les questions numériques.,ANTONY,
0952259P,CY CERGY PARIS UNIVERSITE,24 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,MCF en Sciences de l¿éducation spécialisé (e) en pédagogies et didactiques de l¿éducation physique et sportive dans le premier degré.,CERGY,
9710585J,UNIVERSITE DES ANTILLES,4365 *,,26-I-1,MCF,Non,70,,,01/09/2020,25/02/2020,26/03/2020,,morne ferret,
0062205P,UNIVERSITE COTE D'AZUR,20,602,26-I-1,MCF,Non,71,,,01/09/2020,28/01/2020,03/03/2020,COMMUNICATION NUMERIQUE,IUT,
0251215K,UNIVERSITE DE BESANCON,4552 *,1271,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l.information et de la communication,BELFORT-MONTBELIARD,
0311086M,UNIV. TOULOUSE 3 (IUT),4617 *,92,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,"Enseignement: Comm des organisations/Théories de l¿information et de la communication/Dynamiques sociales et transformations des organisationsRECHERCHE: comm des organisations, technologies et santé",TOULOUSE,
0311086M,UNIV. TOULOUSE 3 (IUT),4619 *,579,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,LIBELLE DU PROFIL ENSEIGNEMENT : Information documentLIBELLE DU PROFIL RECHERCHE : Sciences de l¿information et de la documentation,TOULOUSE,
0311383K,UNIVERSITE TOULOUSE 2,4531,,26-I-1,MCF,Non,71,,,01/09/2020,10/02/2020,12/03/2020,communication internationale,TOULOUSE,
0331766R,UNIVERSITE BORDEAUX MONTAIGNE,4297 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Journalisme presse écrite/multimédia.,IJBA BORDEAUX,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4295 *,411,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'information et documentation,Montpellier,
0383546Y,UNIVERSITE GRENOBLE ALPES,28 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Communication des organisations publiques,Echirolles,
0383546Y,UNIVERSITE GRENOBLE ALPES,29 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Métiers et pratiques professionnelles de l'information et de la communication,Echirolles,
0597065J,UNIVERSITE DE LILLE,126 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Culture numérique pour les sciences de l'information et du document,VILLENEUVE D'ASCQ,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4134 *,0226,26-I-1,MCF,Non,71,19,,01/09/2020,25/02/2020,26/03/2020,Cartographie numérique et dynamiques sociales,Compiegne,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4135 *,0085,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de la communication et médias numériques,Compiegne,
0632035V,UNIVERSITE CLERMONT AUVERGNE,211 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Communication des organisationsCommunication audiovisuelle,Vichy,
0650583F,UNIV. TOULOUSE 3 (IUT TARBES),4653 *,71MCF2159,26-I-1,MCF,Non,71,27,,01/09/2020,25/02/2020,26/03/2020,"Scénarisation, écriture et design pour les médias numériques. Modélisation 3D, interaction et usages.Recherche: Enjeux infocommunicationnels et technologiques de la santé connectée",IUT TARBES,
0650583F,UNIV. TOULOUSE 3 (IUT TARBES),4654 *,71MCF1650,26-I-1,MCF,Non,71,18,,01/09/2020,25/02/2020,26/03/2020,"Enseignement - Narrations & visualisations numériques sémiologie, communication visuelle.Recherche - Santé et e-santé",IUT TARBES,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4427 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Approche communicationnelle des sociétés numériques,Bron,S
0691775E,UNIVERSITE LYON 2 (LUMIERE),4428 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,"Espace public, discours, mémoire",Bron,S
0692437Z,UNIVERSITE LYON 3 (JEAN MOULIN),4338 *,0254,26-I-1,MCF,Non,71,27,,01/09/2020,25/02/2020,26/03/2020,Systèmes d¿information : Sciences de l¿Information et de la communication / Informatique.,Lyon et Bourg-en-Bresse,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,185,,26-I-1,MCF,Non,71,,,01/09/2020,31/01/2020,05/03/2020,"Sciences de l'information et de la communication, journalisme et ses transformations","77, rue de Villiers",
0755976N,UNIVERSITE DE PARIS,15 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,INFORMATION COMMUNICATION,FACULTE SOCIETES ET HUMANITES,
0772347H,UNIV. PARIS 12 (IUT S&MARNE;),4744 *,Creation,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Multimédia et Ecritures numériques,Campus de Senart,
0851457X,UNIV. NANTES (IUT ROCHE SUR YON),4588 *,1909,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,sciences de l'information et de la communication,VENDEE,
0900231M,U. BESANCON (IUT BELFORT-MONTBELIARD,4553 *,0509,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'information,BELFORT-MONTBELIARD,
0920956P,UNIV. PARIS 10 (IUT VILLE D'AVRAY),4624 *,1244,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'information et de la communication - Métiers du livre,SAINT-CLOUD,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4603 *,924,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Communication numérique et société des données,NANTERRE,
0931238R,UNIVERSITE PARIS 13,4363 *,0699,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Sciences de l'information et de la communication - culture et numérique,Villetaneuse,
0931827F,UNIVERSITE PARIS 8,4479 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,Approches critiques des données numériqueset des algorithmes : méthodes et enjeux,2 rue de la Liberte - SAINT DENIS,
9740478B,UNIVERSITE DE LA REUNION,4282 *,,26-I-1,MCF,Non,71,,,01/09/2020,25/02/2020,26/03/2020,L¿enseignant.e recruté.e intégrera l¿équipe du département de sciences de l¿information et de la communication et celle de l¿axe information-communication du LCF.,SITE DU MOUFIA,
0673021V,UNIVERSITE DE STRASBOURG,4652 *,,26-I-1,MCF,Non,72,22,,01/09/2020,25/02/2020,26/03/2020,"Humanités médicales : histoire, santé et politique aux 19e et 20e siècles",Strasbourg,
0900424X,BELFORT-MONTBEL (UNIV TECHNO),4068 *,,26-I-1,MCF,Non,72,,,01/09/2020,25/02/2020,26/03/2020,Histoire des techniques et humanités numériques,SEVENANS,
0341089Z,UNIVERSITE MONTPELLIER 3 (PAUL VALERY),4284 *,620,26-I-1,MCF,Non,73,,,01/09/2020,25/02/2020,26/03/2020,"Occitan, Langue et littérature",Montpellier,
0062205P,UNIVERSITE COTE D'AZUR,21,671,26-I-1,MCF,Non,74,,,01/09/2020,28/01/2020,03/03/2020,"PSYCHOLOGIE EXPERIMENTALE, NEUROSCIENCES COGNITIVES, SCIENCES DUMOUVEMENT HUMAIN",CAMPUS SANTE ET SPORT,
0062205P,UNIVERSITE COTE D'AZUR,22,672,26-I-1,MCF,Non,74,,,01/09/2020,28/01/2020,03/03/2020,"PSYCHOLOGIE DE LA PERFORMANCE ET DE LA SANTE, SCIENCES DU MOUVEMENTHUMAIN",CAMPUS SANTE ET SPORT,
0134009M,UNIVERSITE AIX-MARSEILLE,875 *,55302,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Projets de recherche sur le développement du sport en oncologie. Enseignements auprès d'étudiants en STAPS : sciences humaines et sociales ; conduite de projet. Formation APAS recommandée.,MARSEILLE,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4386 *,7400MCF1233,26-I-1,MCF,Non,74,16,,01/09/2020,25/02/2020,26/03/2020,Psychologie du Sport,BREST,
0301687W,UNIVERSITE DE NIMES,4177 *,0108,26-I-1,MCF,Non,74,16,,01/09/2020,25/02/2020,26/03/2020,Psychologie APA S,NIMES,
0301687W,UNIVERSITE DE NIMES,4178 *,0107,26-I-1,MCF,Non,74,66,,01/09/2020,25/02/2020,26/03/2020,"Psycho physiologie, anatomie, biomécanique et statistiques",NIMES,
0311384L,UNIVERSITE TOULOUSE 3,4632 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Mécanismes de prises de décision et stratégies dans les sports collectifs,Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4633 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Neurophysiologie et biomécanique de la motricité saine et altérée,Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4649 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Droit et management du sport,Toulouse,
0311384L,UNIVERSITE TOULOUSE 3,4650 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"Histoire du Sport, Education, santé et inégalités",TOULOUSE,
0333298F,UNIVERSITE DE BORDEAUX,483,,26-I-1,MCF,Non,74,70,16,01/09/2020,04/02/2020,09/03/2020,Sciences humaines et métiers de l'intervention en éducation physique et activités physiques adaptées,Pessac,
0333298F,UNIVERSITE DE BORDEAUX,484,,26-I-1,MCF,Non,74,19,70,01/09/2020,04/02/2020,09/03/2020,Sociologie des activités physiques et sportives et management des organisations sportives,Pessac et Talence,
0383546Y,UNIVERSITE GRENOBLE ALPES,18 *,,26-I-1,MCF,Non,74,16,,01/09/2020,25/02/2020,26/03/2020,"Psychologie du développement et des apprentissages, motricité, activités physiques et sportives",Grenoble,
0383546Y,UNIVERSITE GRENOBLE ALPES,46 *,,26-I-1,MCF,Non,74,60,,01/09/2020,25/02/2020,26/03/2020,"Analyse biomécanique de l'homme en mouvement, modélisation musculo-squelettique, optimisation, traitement des données, analyse de la performance.",Grenoble et Valence,
0440984F,UNIVERSITE DE NANTES,4560 *,2256,26-I-1,MCF,Non,74,19,,01/09/2020,25/02/2020,26/03/2020,SCIENCES SOCIALES ET STAPS,Nantes,
0440984F,UNIVERSITE DE NANTES,4561 *,2255,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Sciences humaines et STAPS,Nantes,
0511296G,UNIVERSITE DE REIMS,4441 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"STAPS, éducation, formation, activités physiques, sportives et artistiques (APSA), motricité, interdisciplinarité",Reims,
0511296G,UNIVERSITE DE REIMS,4442 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"Management du sport, gestion du sport, STAPS, activités physiques, sportives et artistiques (APSA), marketing, entreprenariat, gestion, interdisciplinarité",Reims,
0595964M,UNIVERSITE DU LITTORAL,4263 *,0115,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"Physiologie de l¿exercice, fatigue et contrôle moteur",CALAIS/BOULOGNE/DUNKERQUE/SAINT OMER,
0597065J,UNIVERSITE DE LILLE,137 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Engagement/désengagement dans l'activité physique,RONCHIN,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,11 *,,26-I-1,MCF,Non,74,69,16,01/09/2020,25/02/2020,26/03/2020,Neurosciences en relation avec l¿analyse des mouvements humains,CAMPUS DU MONT HOUY VALENCIENNES,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,12 *,,26-I-1,MCF,Non,74,6,19,01/09/2020,25/02/2020,26/03/2020,"Management du sport - Pouvoir, Economie, Société, Santé",CAMPUS DU MONT HOUY VALENCIENNES,
0681166Y,UNIVERSITE DE MULHOUSE,4238 *,74-16 MCF 0000,26-I-1,MCF,Non,74,16,,01/09/2020,25/02/2020,26/03/2020,La Faculté des Sciences et Techniques recrute un enseignant chercheur (MCF) dans le domaine de la psychologie des APS pour le 1er cycle universitaire STAPS.,Faculte des Sciences et Techniques,
0720916E,UNIVERSITE DU MANS,4271 *,SCI74MCF0547,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Biomécanique/neurophysiologie et activités physiques adaptées,LE MANS,
0720916E,UNIVERSITE DU MANS,4272 *,SCI74MCF-1,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"STAPS Sciences de l'éducation, sciences de l'intervention",LE MANS,
0720916E,UNIVERSITE DU MANS,4273 *,SCI74MCF-2,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Psychologie des activités physiques et de la santé,LE MANS,
0755976N,UNIVERSITE DE PARIS,31 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,PHYSIOLOGIE DU SPORT-SANTE,FACULTE SOCIETES ET HUMANITES,
0755976N,UNIVERSITE DE PARIS,32 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,ENTRAINEMENT SPORTIF ET PERFORMANCE,FACULTE SOCIETES ET HUMANITES,
0761904G,UNIVERSITE DE ROUEN,4480,,29,MCF,Non,74,,,01/10/2020,18/05/2020,17/06/2020,Sciences et techniques des activités physiques et sportives,Mont Saint Aignan,
0772894C,UNIVERSITE GUSTAVE EIFFEL,17 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Histoire du sport/de l'éducation physique,Champs-sur-Marne,
0840685N,UNIVERSITE D'AVIGNON,4151 *,MCF74,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,"Physiologie cardiovasculaire, exercice, nutrition",Campus Jean-Henri FABRE  Agroparc,
0860856N,UNIVERSITE DE POITIERS,4662 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,Adaptations aigues et chroniques a l activite physique au froid et/ou a l hypoxie et/ou differences inter-sexe. Entrainement/reentrainement chez les sujets sains et pathologiques,Poitiers,
0912408Y,UNIVERSITE PARIS SACLAY,32 *,,26-I-1,MCF,Non,74,,,01/09/2020,25/02/2020,26/03/2020,STAPS : économie et gestion des organisations sportives,ORSAY,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4618 *,1318,26-I-1,MCF,Non,74,69,16,01/09/2020,25/02/2020,26/03/2020,"Biomécanique, Neurosciences Cognitives, Sciences du Mouvement Humain",NANTERRE,
